student_id,student_name,email,class,attendance,assignment_score,quiz_score,midterm_score,previous_result,study_hours_per_day,extracurricular_activities,final_score,grade,risk_level,timestamp
STU0382,Student_382,student382@school.edu,9B,55.04,43.82,70.64,96.61,56.43,5.4,1,59.5,D,Medium,2025-11-11T16:37:39.300154
STU0383,Student_383,student383@school.edu,9B,94.01,52.25,61.55,73.14,53.34,4.7,4,66.53,C,Medium,2025-12-30T16:37:39.300154
STU0384,Student_384,student384@school.edu,10A,40.29,47.23,45.51,81.79,61.17,6.7,1,58.04,D,Medium,2026-01-24T16:37:39.300154
STU0385,Student_385,student385@school.edu,12B,67.77,55.11,51.38,68.62,45.55,4.9,2,58.55,D,Medium,2026-03-14T16:37:39.300154
STU0386,Student_386,student386@school.edu,10B,55.79,92.04,35.35,35.28,36.12,4.1,0,48.72,F,High,2025-11-18T16:37:39.300154
STU0387,Student_387,student387@school.edu,10B,94.38,68.61,68.04,99.91,63.33,6.2,2,76.6,B,Low,2025-11-19T16:37:39.300154
STU0388,Student_388,student388@school.edu,11A,48.03,65.08,36.34,55.47,35.64,1.9,4,48.13,F,High,2026-03-14T16:37:39.300154
STU0389,Student_389,student389@school.edu,12B,49.55,69.65,69.61,91.05,43.77,5.9,2,58.76,D,Medium,2025-12-15T16:37:39.300154
STU0390,Student_390,student390@school.edu,10B,43.77,55.86,33.0,44.47,89.46,2.9,3,58.99,D,Medium,2026-04-08T16:37:39.300154
STU0391,Student_391,student391@school.edu,11B,46.19,97.79,74.35,49.14,79.51,4.6,4,65.83,C,Medium,2026-01-15T16:37:39.300154
STU0392,Student_392,student392@school.edu,9B,71.0,56.34,93.51,66.15,56.17,6.9,3,71.05,B,Low,2026-04-17T16:37:39.300154
STU0393,Student_393,student393@school.edu,10A,66.39,46.1,66.02,49.66,44.01,1.3,4,51.16,D,Medium,2026-02-19T16:37:39.300154
STU0394,Student_394,student394@school.edu,12A,88.67,80.42,63.71,63.52,47.64,1.3,3,58.67,D,Medium,2025-11-23T16:37:39.300154
STU0395,Student_395,student395@school.edu,10A,48.08,65.88,92.36,40.28,44.98,7.4,4,61.1,C,Medium,2025-11-25T16:37:39.300154
STU0396,Student_396,student396@school.edu,9A,92.71,80.96,87.49,96.31,48.0,4.9,3,82.25,A,Low,2026-01-03T16:37:39.300154
STU0397,Student_397,student397@school.edu,10A,87.68,87.43,42.73,76.18,50.87,5.8,2,71.45,B,Low,2025-11-17T16:37:39.300154
STU0398,Student_398,student398@school.edu,9B,53.79,56.98,37.6,44.16,86.58,4.0,3,60.0,C,Medium,2026-03-04T16:37:39.300154
STU0399,Student_399,student399@school.edu,12B,94.1,71.99,91.44,67.2,80.14,0.7,5,72.91,B,Low,2026-04-18T16:37:39.300154
STU0400,Student_400,student400@school.edu,12A,71.32,55.93,33.04,67.09,48.77,6.4,3,55.44,D,Medium,2025-10-22T16:37:39.300154
STU0401,Student_401,student401@school.edu,9B,65.53,47.82,83.61,93.71,40.03,4.8,4,63.26,C,Medium,2026-04-17T16:37:39.300154
STU0402,Student_402,student402@school.edu,9B,71.19,56.25,44.38,86.3,59.53,0.9,3,63.15,C,Medium,2025-12-02T16:37:39.300154
STU0403,Student_403,student403@school.edu,12A,73.88,72.83,99.43,57.82,47.22,4.4,4,65.7,C,Medium,2025-11-27T16:37:39.300154
STU0404,Student_404,student404@school.edu,12B,55.23,51.47,54.1,79.38,79.15,6.8,5,62.48,C,Medium,2025-10-21T16:37:39.300154
STU0405,Student_405,student405@school.edu,10A,46.02,65.58,85.03,86.06,71.84,5.5,0,64.46,C,Medium,2026-04-17T16:37:39.300154
STU0406,Student_406,student406@school.edu,9B,89.4,63.02,72.02,36.17,50.79,3.0,4,52.4,D,Medium,2026-01-06T16:37:39.300154
STU0407,Student_407,student407@school.edu,11A,82.7,71.82,96.2,87.42,73.42,3.5,1,81.81,A,Low,2025-12-07T16:37:39.300154
STU0408,Student_408,student408@school.edu,11A,51.68,84.88,65.74,78.89,71.91,5.4,2,67.25,C,Medium,2026-04-18T16:37:39.300154
STU0409,Student_409,student409@school.edu,10A,45.21,49.32,57.96,76.88,59.33,1.6,0,56.71,D,Medium,2026-03-26T16:37:39.300154
STU0410,Student_410,student410@school.edu,11A,83.57,69.14,70.81,54.32,83.93,1.8,1,66.95,C,Medium,2026-01-05T16:37:39.300154
STU0411,Student_411,student411@school.edu,9A,55.67,58.5,37.45,35.07,52.66,7.6,4,53.93,D,Medium,2025-11-22T16:37:39.300154
STU0412,Student_412,student412@school.edu,11A,81.65,97.62,69.42,83.9,80.45,7.7,3,87.39,A,Low,2026-04-11T16:37:39.300154
STU0413,Student_413,student413@school.edu,12B,46.98,34.73,74.36,99.59,75.61,1.8,2,63.31,C,Medium,2026-01-18T16:37:39.300154
STU0414,Student_414,student414@school.edu,9A,82.05,48.43,50.11,57.93,79.93,2.7,4,66.63,C,Medium,2026-01-18T16:37:39.300154
STU0415,Student_415,student415@school.edu,10B,93.66,48.84,96.3,77.82,89.6,4.0,1,74.86,B,Low,2026-02-16T16:37:39.300154
STU0416,Student_416,student416@school.edu,11A,52.41,44.19,47.48,73.3,44.36,0.9,0,48.44,F,High,2025-11-12T16:37:39.300154
STU0417,Student_417,student417@school.edu,9A,85.85,67.9,32.96,63.76,72.24,3.9,4,68.27,C,Medium,2025-12-09T16:37:39.300154
STU0418,Student_418,student418@school.edu,11A,63.87,82.51,38.98,66.8,60.39,7.5,0,62.05,C,Medium,2025-10-25T16:37:39.300154
STU0419,Student_419,student419@school.edu,10A,67.43,38.43,66.27,52.1,35.51,5.4,3,49.94,F,High,2025-11-13T16:37:39.300154
STU0420,Student_420,student420@school.edu,11A,51.23,48.4,48.86,97.1,55.59,1.5,3,57.5,D,Medium,2026-01-13T16:37:39.300154
STU0421,Student_421,student421@school.edu,11B,91.26,49.57,42.59,39.18,69.55,1.8,0,53.75,D,Medium,2025-11-27T16:37:39.300154
STU0422,Student_422,student422@school.edu,12A,91.38,43.72,86.0,81.7,63.38,0.1,3,69.53,C,Medium,2025-11-08T16:37:39.300154
STU0423,Student_423,student423@school.edu,11B,87.12,51.0,69.35,69.75,58.9,5.5,0,60.7,C,Medium,2025-11-08T16:37:39.300154
STU0424,Student_424,student424@school.edu,9B,66.99,53.43,55.27,69.22,90.91,2.1,0,63.24,C,Medium,2025-10-27T16:37:39.300154
STU0425,Student_425,student425@school.edu,10B,74.61,75.49,67.69,98.56,52.08,2.6,4,72.65,B,Low,2026-03-29T16:37:39.300154
STU0426,Student_426,student426@school.edu,12A,76.82,62.46,96.96,90.78,73.43,7.4,3,82.31,A,Low,2026-03-31T16:37:39.300154
STU0427,Student_427,student427@school.edu,9B,49.72,45.98,52.18,50.39,51.05,5.2,2,51.13,D,Medium,2026-01-16T16:37:39.300154
STU0428,Student_428,student428@school.edu,12B,64.84,42.87,31.62,80.94,74.72,7.5,5,64.98,C,Medium,2026-01-07T16:37:39.300154
STU0429,Student_429,student429@school.edu,9B,45.73,95.58,63.12,33.77,81.26,4.2,0,55.72,D,Medium,2026-03-28T16:37:39.300154
STU0430,Student_430,student430@school.edu,12A,58.56,47.32,49.89,73.85,42.88,6.7,0,48.05,F,High,2026-01-25T16:37:39.300154
STU0431,Student_431,student431@school.edu,12B,68.03,90.96,95.44,68.4,43.11,7.6,4,68.77,C,Medium,2025-11-08T16:37:39.300154
STU0432,Student_432,student432@school.edu,12A,71.41,74.77,51.68,54.3,67.38,6.4,3,62.26,C,Medium,2026-03-10T16:37:39.300154
STU0433,Student_433,student433@school.edu,11A,40.63,66.63,83.08,39.54,52.21,4.3,5,58.63,D,Medium,2025-12-17T16:37:39.300154
STU0434,Student_434,student434@school.edu,11A,40.55,60.13,50.5,46.19,35.43,3.0,3,47.67,F,High,2026-02-14T16:37:39.300154
STU0435,Student_435,student435@school.edu,10A,82.9,75.22,87.99,45.44,39.75,5.0,4,65.28,C,Medium,2025-10-23T16:37:39.300154
STU0436,Student_436,student436@school.edu,11A,57.08,82.0,86.62,58.9,86.21,1.5,2,65.56,C,Medium,2025-12-23T16:37:39.300154
STU0437,Student_437,student437@school.edu,12B,56.33,73.59,43.15,31.36,37.98,4.3,1,48.66,F,High,2026-02-05T16:37:39.300154
STU0438,Student_438,student438@school.edu,11A,47.5,60.69,30.57,36.31,35.88,1.7,3,37.8,F,High,2026-01-13T16:37:39.300154
STU0439,Student_439,student439@school.edu,12B,81.82,32.22,35.62,82.54,43.77,2.1,3,49.3,F,High,2026-02-28T16:37:39.300154
STU0440,Student_440,student440@school.edu,11A,89.04,87.98,38.54,83.77,49.94,6.2,3,69.31,C,Medium,2026-02-27T16:37:39.300154
STU0441,Student_441,student441@school.edu,12B,84.12,36.58,76.62,44.59,58.35,7.7,2,53.3,D,Medium,2026-04-08T16:37:39.300154
STU0442,Student_442,student442@school.edu,9B,55.2,74.7,43.91,92.13,86.82,1.7,0,66.35,C,Medium,2026-04-15T16:37:39.300154
STU0443,Student_443,student443@school.edu,10A,87.66,70.93,57.71,47.02,93.13,4.6,5,70.64,B,Low,2026-01-13T16:37:39.300154
STU0444,Student_444,student444@school.edu,9B,54.92,64.99,78.02,53.69,93.18,6.1,0,62.03,C,Medium,2025-10-21T16:37:39.300154
STU0445,Student_445,student445@school.edu,9B,47.55,46.29,98.72,85.2,80.4,6.4,3,74.1,B,Low,2026-01-12T16:37:39.300154
STU0446,Student_446,student446@school.edu,11B,83.46,47.55,32.76,79.46,68.54,4.3,3,59.63,D,Medium,2026-01-19T16:37:39.300154
STU0447,Student_447,student447@school.edu,11B,83.94,49.27,88.19,94.01,68.27,0.6,1,70.84,B,Low,2026-02-10T16:37:39.300154
STU0448,Student_448,student448@school.edu,11B,67.24,84.31,65.42,81.36,87.98,5.0,2,79.44,B,Low,2026-02-16T16:37:39.300154
STU0449,Student_449,student449@school.edu,11B,83.26,76.08,67.73,57.12,66.44,4.0,4,64.08,C,Medium,2026-01-04T16:37:39.300154
STU0450,Student_450,student450@school.edu,11B,46.63,66.62,34.67,88.46,42.79,7.0,1,52.89,D,Medium,2026-02-28T16:37:39.300154
STU0451,Student_451,student451@school.edu,9B,41.91,74.92,57.2,64.29,72.44,4.7,0,58.45,D,Medium,2026-03-31T16:37:39.300154
STU0452,Student_452,student452@school.edu,9A,95.81,44.61,64.4,92.28,39.8,6.4,0,62.03,C,Medium,2026-01-02T16:37:39.300154
STU0453,Student_453,student453@school.edu,11B,87.65,34.08,73.19,67.03,79.06,6.7,0,68.97,C,Medium,2026-03-25T16:37:39.300154
STU0454,Student_454,student454@school.edu,9B,83.51,67.22,43.26,66.83,49.93,5.0,1,60.08,C,Medium,2025-11-27T16:37:39.300154
STU0455,Student_455,student455@school.edu,12A,84.77,83.64,70.36,77.21,77.15,3.4,0,71.77,B,Low,2026-01-06T16:37:39.300154
STU0456,Student_456,student456@school.edu,11B,79.45,67.37,71.99,95.35,89.15,4.4,2,83.17,A,Low,2026-01-03T16:37:39.300154
STU0457,Student_457,student457@school.edu,12A,89.57,52.64,46.85,68.19,57.5,4.4,5,60.45,C,Medium,2025-12-25T16:37:39.300154
STU0458,Student_458,student458@school.edu,12A,40.01,32.43,49.91,31.14,43.11,7.1,0,34.53,F,High,2026-01-28T16:37:39.300154
STU0459,Student_459,student459@school.edu,9A,86.29,96.03,87.56,94.34,65.68,4.6,4,80.56,A,Low,2026-01-17T16:37:39.300154
STU0460,Student_460,student460@school.edu,10A,48.3,55.7,70.75,46.31,83.66,0.7,3,58.19,D,Medium,2026-03-30T16:37:39.300154
STU0461,Student_461,student461@school.edu,11B,87.57,42.1,87.8,78.27,69.57,7.3,4,73.54,B,Low,2025-11-22T16:37:39.300154
STU0462,Student_462,student462@school.edu,12A,44.71,33.91,83.96,54.36,84.03,3.3,0,60.07,C,Medium,2025-11-02T16:37:39.300154
STU0463,Student_463,student463@school.edu,9A,78.03,74.25,33.79,66.71,54.16,4.5,2,59.31,D,Medium,2026-02-21T16:37:39.300154
STU0464,Student_464,student464@school.edu,10A,43.03,81.21,57.5,61.19,70.71,4.0,1,60.17,C,Medium,2026-01-08T16:37:39.300154
STU0465,Student_465,student465@school.edu,10A,47.93,35.78,70.0,33.45,58.95,0.7,4,44.26,F,High,2026-03-15T16:37:39.300154
STU0466,Student_466,student466@school.edu,12B,73.56,64.15,75.66,43.73,71.96,5.9,1,59.81,D,Medium,2026-02-09T16:37:39.300154
STU0467,Student_467,student467@school.edu,12A,59.4,94.69,36.27,77.02,60.41,2.8,2,62.16,C,Medium,2025-11-02T16:37:39.300154
STU0468,Student_468,student468@school.edu,9A,86.18,41.85,54.48,87.51,83.17,5.0,3,68.12,C,Medium,2026-02-26T16:37:39.300154
STU0469,Student_469,student469@school.edu,11B,49.36,80.99,36.01,81.77,49.58,5.0,1,62.81,C,Medium,2026-02-04T16:37:39.300154
STU0470,Student_470,student470@school.edu,9A,60.6,86.3,51.36,62.98,54.91,5.9,1,58.6,D,Medium,2025-12-06T16:37:39.300154
STU0471,Student_471,student471@school.edu,11A,72.93,73.61,99.46,78.65,75.1,3.0,5,77.22,B,Low,2026-04-03T16:37:39.300154
STU0472,Student_472,student472@school.edu,11A,52.04,78.76,48.99,62.55,91.71,0.5,5,64.4,C,Medium,2025-11-01T16:37:39.301235
STU0473,Student_473,student473@school.edu,11B,91.86,31.34,90.72,75.46,48.87,3.0,5,59.1,D,Medium,2025-11-17T16:37:39.301235
STU0474,Student_474,student474@school.edu,9B,51.19,65.05,62.06,94.84,36.29,2.0,4,58.25,D,Medium,2026-03-09T16:37:39.301235
STU0475,Student_475,student475@school.edu,9A,60.81,54.63,73.77,46.53,93.69,4.0,0,62.52,C,Medium,2026-04-11T16:37:39.301235
STU0476,Student_476,student476@school.edu,11A,53.53,53.93,57.5,39.61,78.79,4.2,5,57.27,D,Medium,2026-02-19T16:37:39.301235
STU0477,Student_477,student477@school.edu,12A,54.42,40.69,97.94,93.68,54.76,4.3,1,66.55,C,Medium,2025-11-21T16:37:39.301235
STU0478,Student_478,student478@school.edu,10B,91.76,51.63,79.36,66.67,43.12,8.0,1,64.87,C,Medium,2025-11-25T16:37:39.301235
STU0479,Student_479,student479@school.edu,10A,59.05,69.01,96.4,38.29,54.06,7.0,5,55.83,D,Medium,2026-01-03T16:37:39.301235
STU0480,Student_480,student480@school.edu,12A,58.2,82.19,87.52,74.58,79.3,1.2,1,67.89,C,Medium,2026-03-02T16:37:39.301235
STU0481,Student_481,student481@school.edu,9A,85.75,72.84,48.68,69.69,48.85,1.9,5,56.74,D,Medium,2025-12-17T16:37:39.301235
STU0482,Student_482,student482@school.edu,10A,70.14,72.33,79.84,56.18,86.13,3.9,1,66.12,C,Medium,2026-02-20T16:37:39.301235
STU0483,Student_483,student483@school.edu,9A,64.52,97.82,94.78,96.51,48.35,5.4,1,80.04,A,Low,2026-04-02T16:37:39.301235
STU0484,Student_484,student484@school.edu,10A,95.63,98.99,90.7,64.3,54.49,3.7,1,73.96,B,Low,2026-04-08T16:37:39.301235
STU0485,Student_485,student485@school.edu,12A,83.21,57.59,95.74,70.04,67.17,5.1,5,75.48,B,Low,2025-12-24T16:37:39.301235
STU0486,Student_486,student486@school.edu,12B,89.62,32.97,99.71,66.31,58.74,5.9,4,66.17,C,Medium,2026-04-06T16:37:39.301235
STU0487,Student_487,student487@school.edu,10B,57.47,57.86,51.32,87.93,62.68,3.4,4,68.53,C,Medium,2026-03-13T16:37:39.301235
STU0488,Student_488,student488@school.edu,12B,89.79,61.62,80.59,37.92,81.72,7.5,5,69.56,C,Medium,2026-01-26T16:37:39.301235
STU0489,Student_489,student489@school.edu,12B,41.49,61.76,92.76,92.71,87.95,0.7,2,74.03,B,Low,2026-03-08T16:37:39.301235
STU0490,Student_490,student490@school.edu,9B,45.47,79.44,74.39,35.97,77.44,5.8,4,62.38,C,Medium,2025-11-29T16:37:39.301235
STU0491,Student_491,student491@school.edu,12A,42.63,41.96,53.46,90.99,86.76,1.3,1,58.89,D,Medium,2026-04-05T16:37:39.301235
STU0492,Student_492,student492@school.edu,12A,58.48,81.11,97.27,50.21,45.84,7.2,1,57.44,D,Medium,2026-02-13T16:37:39.301235
STU0493,Student_493,student493@school.edu,9A,67.52,89.88,68.05,30.4,87.96,1.9,4,67.05,C,Medium,2025-12-26T16:37:39.301235
STU0494,Student_494,student494@school.edu,9B,76.07,30.46,91.75,49.47,72.72,6.6,1,56.03,D,Medium,2026-03-12T16:37:39.301235
STU0495,Student_495,student495@school.edu,9A,79.2,32.57,89.77,76.69,85.28,2.4,0,63.16,C,Medium,2026-03-04T16:37:39.301235
STU0496,Student_496,student496@school.edu,10A,80.33,72.78,78.41,71.65,82.24,1.4,3,76.6,B,Low,2026-04-09T16:37:39.301235
STU0497,Student_497,student497@school.edu,9B,86.11,52.6,92.83,87.42,80.51,6.7,0,75.96,B,Low,2025-10-23T16:37:39.301235
STU0498,Student_498,student498@school.edu,11A,59.75,58.96,44.69,44.63,38.49,4.6,5,46.91,F,High,2025-10-24T16:37:39.301235
STU0499,Student_499,student499@school.edu,11A,65.62,89.35,48.18,70.26,72.39,7.4,4,72.32,B,Low,2025-11-08T16:37:39.301235
STU0500,Student_500,student500@school.edu,12B,69.55,42.59,72.66,79.6,93.76,0.0,0,65.74,C,Medium,2026-02-24T16:37:39.301235
STU0501,Student_501,student501@school.edu,12A,64.84,53.37,69.23,74.63,35.68,1.6,2,51.32,D,Medium,2026-04-01T16:37:39.301235
STU0502,Student_502,student502@school.edu,11A,58.02,68.5,83.69,37.97,55.0,3.2,4,56.72,D,Medium,2026-03-05T16:37:39.301235
STU0503,Student_503,student503@school.edu,10B,59.83,53.66,77.07,94.13,82.84,5.2,3,71.57,B,Low,2025-12-02T16:37:39.301235
STU0504,Student_504,student504@school.edu,11B,67.75,86.99,94.95,33.92,66.26,4.5,5,64.35,C,Medium,2026-02-24T16:37:39.301235
STU0505,Student_505,student505@school.edu,11B,87.97,92.16,54.75,97.87,51.83,0.2,3,76.14,B,Low,2025-11-23T16:37:39.301235
STU0506,Student_506,student506@school.edu,12A,51.24,38.18,84.76,51.58,86.47,5.7,2,59.44,D,Medium,2025-12-12T16:37:39.301235
STU0507,Student_507,student507@school.edu,10B,62.3,88.06,51.18,66.76,45.5,3.0,0,59.9,D,Medium,2025-12-26T16:37:39.301235
STU0508,Student_508,student508@school.edu,9A,87.94,93.35,40.79,53.81,64.01,7.0,2,69.36,C,Medium,2026-03-13T16:37:39.301235
STU0509,Student_509,student509@school.edu,9B,89.33,95.66,77.37,39.29,78.47,3.7,5,75.59,B,Low,2026-01-29T16:37:39.301235
STU0510,Student_510,student510@school.edu,9A,81.22,71.6,36.1,62.68,37.77,4.2,5,57.84,D,Medium,2026-01-29T16:37:39.301235
STU0511,Student_511,student511@school.edu,10B,59.25,43.48,49.37,52.34,61.47,0.9,1,44.9,F,High,2026-03-20T16:37:39.301235
STU0512,Student_512,student512@school.edu,9A,97.5,69.17,37.17,67.98,67.96,2.2,5,69.54,C,Medium,2026-03-06T16:37:39.301235
STU0513,Student_513,student513@school.edu,9B,58.68,92.46,67.84,33.55,36.74,7.2,0,49.81,F,High,2025-12-30T16:37:39.301235
STU0514,Student_514,student514@school.edu,12A,50.74,71.73,71.49,88.53,76.96,4.9,2,69.62,C,Medium,2026-02-27T16:37:39.301235
STU0515,Student_515,student515@school.edu,9B,98.42,82.9,62.6,39.23,83.77,7.4,3,68.68,C,Medium,2025-11-05T16:37:39.301235
STU0516,Student_516,student516@school.edu,12B,68.23,96.32,40.06,92.7,50.48,2.9,1,69.58,C,Medium,2025-10-30T16:37:39.301235
STU0517,Student_517,student517@school.edu,11B,87.33,91.77,61.73,32.12,63.52,2.8,3,66.18,C,Medium,2026-01-19T16:37:39.301235
STU0518,Student_518,student518@school.edu,10A,70.48,58.4,80.0,37.49,68.37,0.6,2,55.93,D,Medium,2026-01-06T16:37:39.301235
STU0519,Student_519,student519@school.edu,12A,54.31,47.06,41.13,63.77,38.96,1.7,5,48.19,F,High,2025-12-28T16:37:39.301235
STU0520,Student_520,student520@school.edu,11B,72.67,46.53,76.38,35.45,90.85,4.6,3,58.99,D,Medium,2026-01-25T16:37:39.301235
STU0521,Student_521,student521@school.edu,9B,89.32,42.33,96.91,34.87,41.52,6.5,3,54.95,D,Medium,2026-04-03T16:37:39.301235
STU0522,Student_522,student522@school.edu,9B,53.06,39.72,70.65,82.85,83.59,6.1,5,64.7,C,Medium,2026-01-09T16:37:39.301235
STU0523,Student_523,student523@school.edu,12B,51.74,77.71,52.16,69.92,89.79,2.4,3,71.76,B,Low,2026-03-27T16:37:39.301235
STU0524,Student_524,student524@school.edu,9A,76.69,65.73,89.33,89.68,38.74,7.2,0,63.15,C,Medium,2026-01-17T16:37:39.301235
STU0525,Student_525,student525@school.edu,9B,91.67,90.6,46.47,79.16,58.66,2.5,3,70.65,B,Low,2026-02-23T16:37:39.301235
STU0526,Student_526,student526@school.edu,10A,68.49,43.18,56.92,94.71,85.4,1.2,5,64.98,C,Medium,2025-11-04T16:37:39.301235
STU0527,Student_527,student527@school.edu,9A,48.64,91.94,76.05,98.25,43.15,1.1,3,73.66,B,Low,2025-10-22T16:37:39.301235
STU0528,Student_528,student528@school.edu,12A,77.39,61.81,59.69,87.4,58.08,1.8,3,68.24,C,Medium,2026-02-17T16:37:39.301235
STU0529,Student_529,student529@school.edu,11A,64.65,68.23,55.69,98.48,69.09,5.6,0,70.38,B,Low,2026-03-29T16:37:39.301235
STU0530,Student_530,student530@school.edu,10A,83.81,66.85,90.15,82.54,51.77,4.1,4,75.41,B,Low,2025-12-19T16:37:39.301235
STU0531,Student_531,student531@school.edu,9B,81.04,67.74,70.57,72.91,89.22,4.3,0,72.86,B,Low,2025-12-19T16:37:39.301235
STU0532,Student_532,student532@school.edu,11B,65.26,97.24,85.88,50.24,37.12,7.4,5,63.62,C,Medium,2026-02-11T16:37:39.301235
STU0533,Student_533,student533@school.edu,9A,77.76,70.47,70.1,75.94,52.51,5.9,0,64.41,C,Medium,2025-12-10T16:37:39.301235
STU0534,Student_534,student534@school.edu,9B,91.09,49.45,39.28,49.67,86.47,0.1,0,57.61,D,Medium,2026-03-11T16:37:39.301235
STU0535,Student_535,student535@school.edu,12B,62.19,42.28,84.78,46.53,45.85,4.2,0,48.85,F,High,2026-03-12T16:37:39.301235
STU0536,Student_536,student536@school.edu,10A,90.26,82.69,58.91,56.82,74.64,5.8,1,67.35,C,Medium,2026-01-20T16:37:39.301235
STU0537,Student_537,student537@school.edu,9A,78.54,82.88,38.12,41.73,58.92,2.4,5,62.71,C,Medium,2026-02-18T16:37:39.301235
STU0538,Student_538,student538@school.edu,12A,81.01,57.3,48.38,67.13,61.08,2.3,3,59.49,D,Medium,2025-12-04T16:37:39.301235
STU0539,Student_539,student539@school.edu,9A,45.84,67.19,54.77,89.1,71.63,5.2,2,64.41,C,Medium,2026-02-09T16:37:39.301235
STU0540,Student_540,student540@school.edu,9B,55.32,70.89,62.28,77.27,49.51,5.4,1,61.34,C,Medium,2025-10-27T16:37:39.301235
STU0541,Student_541,student541@school.edu,10A,58.8,30.74,30.59,34.76,59.67,4.2,5,41.0,F,High,2026-02-05T16:37:39.301235
STU0542,Student_542,student542@school.edu,11A,51.58,31.66,36.44,95.7,74.4,6.7,4,64.24,C,Medium,2026-03-19T16:37:39.301235
STU0543,Student_543,student543@school.edu,9B,91.39,39.09,75.95,92.99,68.96,7.7,0,74.53,B,Low,2025-12-20T16:37:39.301235
STU0544,Student_544,student544@school.edu,9B,78.33,94.59,49.35,59.89,89.2,6.2,2,71.43,B,Low,2026-03-31T16:37:39.301235
STU0545,Student_545,student545@school.edu,11A,86.63,56.8,53.29,34.2,92.34,2.1,3,58.73,D,Medium,2026-02-26T16:37:39.301235
STU0546,Student_546,student546@school.edu,12A,50.71,64.44,40.07,83.81,48.1,5.1,3,60.21,C,Medium,2026-03-31T16:37:39.301235
STU0547,Student_547,student547@school.edu,9B,74.28,47.54,61.21,92.76,43.93,5.1,0,62.88,C,Medium,2025-10-21T16:37:39.301235
STU0548,Student_548,student548@school.edu,11B,94.28,70.22,66.08,95.79,64.44,3.5,5,80.63,A,Low,2025-12-01T16:37:39.301235
STU0549,Student_549,student549@school.edu,10B,40.2,96.79,87.26,63.74,69.03,7.5,2,68.69,C,Medium,2026-01-31T16:37:39.301235
STU0550,Student_550,student550@school.edu,12A,43.31,99.79,75.3,55.57,86.2,2.7,3,73.12,B,Low,2026-02-26T16:37:39.301235
STU0551,Student_551,student551@school.edu,10A,73.27,97.73,76.25,50.92,58.41,0.9,5,64.19,C,Medium,2025-11-08T16:37:39.301235
STU0552,Student_552,student552@school.edu,12B,84.12,39.8,43.52,80.38,70.58,3.9,0,63.66,C,Medium,2025-12-12T16:37:39.301235
STU0553,Student_553,student553@school.edu,12B,97.99,31.15,53.75,53.64,78.26,3.2,1,62.0,C,Medium,2025-10-30T16:37:39.301235
STU0554,Student_554,student554@school.edu,12B,96.41,90.91,67.56,81.87,48.98,0.6,5,69.53,C,Medium,2025-12-19T16:37:39.301235
STU0555,Student_555,student555@school.edu,9A,54.56,75.42,31.01,74.29,89.28,6.6,0,66.4,C,Medium,2025-11-18T16:37:39.301235
STU0556,Student_556,student556@school.edu,9B,89.07,37.44,64.8,85.94,48.23,6.4,3,63.97,C,Medium,2025-10-27T16:37:39.301235
STU0557,Student_557,student557@school.edu,12A,59.45,98.31,70.32,39.61,85.19,6.3,0,68.85,C,Medium,2026-03-19T16:37:39.301235
STU0558,Student_558,student558@school.edu,11A,48.47,59.06,78.74,68.74,61.32,7.4,0,56.93,D,Medium,2025-11-08T16:37:39.301235
STU0559,Student_559,student559@school.edu,12A,86.66,31.09,64.09,30.44,45.76,0.7,5,45.6,F,High,2025-10-23T16:37:39.301235
STU0560,Student_560,student560@school.edu,12B,81.54,44.43,74.79,66.62,59.72,7.5,4,67.41,C,Medium,2025-12-12T16:37:39.301235
STU0561,Student_561,student561@school.edu,9B,77.63,84.78,54.35,30.32,49.14,0.9,4,58.81,D,Medium,2025-12-01T16:37:39.301235
STU0562,Student_562,student562@school.edu,10B,67.85,73.85,44.57,33.71,41.76,1.2,3,47.01,F,High,2026-04-07T16:37:39.301235
STU0563,Student_563,student563@school.edu,9A,78.69,49.95,60.43,53.4,83.31,6.1,0,59.43,D,Medium,2025-12-02T16:37:39.301235
STU0564,Student_564,student564@school.edu,10A,49.48,32.03,66.04,34.96,49.12,3.6,4,40.82,F,High,2025-10-27T16:37:39.302224
STU0565,Student_565,student565@school.edu,11B,53.8,37.71,45.94,46.6,59.76,1.6,1,40.06,F,High,2025-11-20T16:37:39.302224
STU0566,Student_566,student566@school.edu,12B,43.26,60.51,45.13,72.66,45.68,3.0,3,55.34,D,Medium,2026-02-08T16:37:39.302224
STU0567,Student_567,student567@school.edu,10B,60.15,32.25,69.81,49.64,41.67,3.7,3,43.82,F,High,2026-02-02T16:37:39.302224
STU0568,Student_568,student568@school.edu,10A,87.37,74.66,72.81,41.9,93.21,6.8,0,69.85,C,Medium,2026-02-22T16:37:39.302224
STU0569,Student_569,student569@school.edu,12B,90.22,49.54,81.1,81.53,49.8,2.6,4,64.98,C,Medium,2026-03-11T16:37:39.302224
STU0570,Student_570,student570@school.edu,9A,65.07,33.1,99.39,81.34,65.25,3.4,3,66.87,C,Medium,2026-03-24T16:37:39.302224
STU0571,Student_571,student571@school.edu,12B,69.72,35.82,82.72,78.52,59.4,1.7,2,58.03,D,Medium,2025-11-04T16:37:39.302224
STU0572,Student_572,student572@school.edu,9B,40.96,76.83,41.33,62.15,69.22,4.7,3,58.42,D,Medium,2025-10-20T16:37:39.302224
